ResponseID	ResponseSet	IPAddress	StartDate	EndDate	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalDataReference	Finished	Status	Score_sum	Score_weightedAvg	Score_weightedStdDev	Q1.1	Q1.2	Q1.2_TEXT	Q1.3	Q1.3_TEXT	Q2.1_1	Q2.1_2	Q2.1_3	Q2.1_4	Q2.1_5	Q2.1_6	Q2.1_7	Q2.1_8	Q2.1_8_TEXT	Q2.2_x35	Q2.2_x4	Q2.2_x6	Q2.2_x25	Q2.2_x13	Q2.2_x2	Q2.2_x3	Q2.2_x15	Q2.2_x15_TEXT	Q2.3_x35	Q2.3_x4	Q2.3_x6	Q2.3_x25	Q2.3_x13	Q2.3_x2	Q2.3_x3	Q2.3_x15	Q2.3_x15_TEXT	Q3.1_1_35	Q3.1_2_35	Q3.1_3_35	Q3.1_4_35	Q3.1_5_35	Q3.2_35	Q3.1_1_4	Q3.1_2_4	Q3.1_3_4	Q3.1_4_4	Q3.1_5_4	Q3.2_4	Q3.1_1_6	Q3.1_2_6	Q3.1_3_6	Q3.1_4_6	Q3.1_5_6	Q3.2_6	Q3.1_1_25	Q3.1_2_25	Q3.1_3_25	Q3.1_4_25	Q3.1_5_25	Q3.2_25	Q3.1_1_13	Q3.1_2_13	Q3.1_3_13	Q3.1_4_13	Q3.1_5_13	Q3.2_13	Q3.1_1_2	Q3.1_2_2	Q3.1_3_2	Q3.1_4_2	Q3.1_5_2	Q3.2_2	Q3.1_1_3	Q3.1_2_3	Q3.1_3_3	Q3.1_4_3	Q3.1_5_3	Q3.2_3	Q3.1_1_15	Q3.1_2_15	Q3.1_3_15	Q3.1_4_15	Q3.1_5_15	Q3.2_15	Q4.1	Q4.2	Q5.1	Q5.2_1	Q5.2_2	Q5.2_3	Q5.2_4	LocationLatitude	LocationLongitude	LocationAccuracy	Services_count	BPA_pct	Fin_pct	HR_pct	PS_pct	SIS_pct	FR_pct	UDW_pct	Others_pct	Conform_pct	Reliab_pct	Assur_pct	Partner_pct	Respon_pct	Quality_pct	Satisfaction_pct	Target_pct	filter_$	RES_1	ZRE_1
R_123bDUE13zgTMKm	Default Response Set	 	11/3/2015	11/3/2015	 	 	 	 	Submitted	Normal response	24	3.42857142857143	1.98805959477601	1	Finance	 	Staff/Administrator	 	Yes	Yes	Yes	NA	NA	NA	Yes	NA	 	2 years to less than 3 years	2 years to less than 3 years	2 years to less than 3 years	 	 	 	2 years to less than 3 years	 	 	Weekly	Monthly	Monthly	 	 	 	Daily	 	 	Very Satisfied	Satisfied	Satisfied	Very Satisfied	Very Satisfied	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	Satisfied	Very Satisfied	Very Satisfied	Very Satisfied	Very Satisfied	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Very Satisfied	Very Satisfied	Very Satisfied	Very Satisfied	Very Satisfied	 	 	 	 	 	 	 	Very Satisfied	 	1	0	0	2.349	0	 	 	-1	4	92	80	96	 	 	 	100	 	90	90	90	95	95	92	Very Satisfied	80	Selected	3.5527136788005E-015	8.25989152586852E-016
R_1f31XfuodAHMeE8	Default Response Set	 	11/3/2015	11/3/2015	 	 	 	 	Submitted	Normal response	22	3.14285714285714	1.86445447147161	1	Finance	 	Staff/Administrator	 	Yes	Yes	Yes	NA	NA	NA	Yes	NA	 	3 years to less than 5 years	2 years to less than 3 years	3 years to less than 5 years	 	 	 	2 years to less than 3 years	 	 	Daily	Weekly	Weekly	 	 	 	Daily	 	 	Dissatisfied	Very Dissatisfied	Dissatisfied	Dissatisfied	Dissatisfied	Major failure of JEMS over the summer of 2015.  In addition, the JEMS interface with FAME often fails, resulting in entries being posted into the wrong accounting period and entries never posting at all.  Service link tickets have also been closed with no resolutions, only to be reopened after complaint.	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Neutral	JEMS, the service surrounding it, and its interface with FAME needs to be re-examined.	1	0	0	2.007	0	 	 	-1	4	36	80	80	 	 	 	80	 	70	65	70	70	70	69	Neutral	80	Selected	1.4210854715202E-014	2.57318066708531E-015
R_3Gj0Bj1oNSiSt3k	Default Response Set	 	11/3/2015	11/3/2015	 	 	 	 	Submitted	Normal response	14	3.5	1	1	Finance	 	Staff/Administrator	 	NA	NA	Yes	NA	NA	NA	NA	NA	 	 	 	5 years or more	 	 	 	 	 	 	 	 	Weekly	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Very Satisfied	Very Satisfied	Very Satisfied	Very Satisfied	Very Satisfied	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Very Satisfied	Can not think of anything	1	0	0	4.288	0	 	 	-1	1	 	 	100	 	 	 	 	 	100	100	100	100	100	100	Very Satisfied	80	Selected	3.5527136788005E-015	8.25989152586852E-016
R_3GpPD40TnH9WzpO	Default Response Set	 	11/3/2015	11/3/2015	 	 	 	 	Submitted	Normal response	28	3.5	1.8516401995451	1	Finance	 	Staff/Administrator	 	Yes	Yes	Yes	NA	Yes	NA	Yes	NA	 	5 years or more	5 years or more	6 months to less than 2 years	 	6 months to less than 2 years	 	3 years to less than 5 years	 	 	Daily	Daily	Monthly	 	Weekly	 	Daily	 	 	Neutral	Satisfied	Neutral	Dissatisfied	Dissatisfied	At times there is great delay in response to problems/issues.  With vague and sometimes useless responses  the user is left confusion.   Asking why a problem occurred is often met with either no response of a litany  of confusing verbiage that appear to show that the IT officer does not want to divulge information. 
Timing of responses can also be improved.	Satisfied	Satisfied	Neutral	Dissatisfied	Neutral	Lack of timely response.  Too many followup emails is needed to address an issue.	Satisfied	Satisfied	Satisfied	Satisfied	Neutral	 	 	 	 	 	 	 	Neutral	Neutral	Neutral	Neutral	Neutral	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Satisfied	The applications are ok.  It's the lack of timely response that needs improvement.  In addition, it appears the the level of expertise to solve a problems is minimal among the staff with only one person like a Saji Sebastion having the knowledge/expertise or know how.	1	0	0	19.075	0	 	 	-1	5	56	64	76	 	60	 	80	 	72	76	68	60	60	67.2	Satisfied	80	Selected	1.4210854715202E-014	1.90754023837492E-015
R_3KMkBHVzPoxisSd	Default Response Set	 	11/4/2015	11/4/2015	 	 	 	 	Submitted	Normal response	31	3.875	2.4164614034339	1	Finance	 	Staff/Administrator	 	Yes	Yes	Yes	NA	NA	NA	Yes	Yes	Cayuse	3 years to less than 5 years	3 years to less than 5 years	3 years to less than 5 years	 	 	 	2 years to less than 3 years	2 years to less than 3 years	 	Daily	Daily	Daily	 	 	 	Daily	Daily	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Satisfied	Dissatisfied	Satisfied	Satisfied	Satisfied	Generating a BSR or BDR for a project can sometimes take some time to process; not instantaneous	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	Satisfied	 	1	0	0	2.134	0	 	 	-1	5	80	80	80	 	 	 	72	80	80	72	80	80	80	78.4	Satisfied	80	Selected	1.4210854715202E-014	1.90754023837492E-015
R_ZEj7MBeX4lg1zVv	Default Response Set	 	11/4/2015	11/4/2015	 	 	 	 	Submitted	Normal response	25	4.16666666666667	1.60208197875972	1	Finance	 	Staff/Administrator	 	NA	NA	Yes	NA	Yes	NA	Yes	NA	 	 	 	3 years to less than 5 years	 	3 years to less than 5 years	 	3 years to less than 5 years	 	 	 	 	Daily	 	Daily	 	Weekly	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Satisfied	 	1	0	0	1.584	0	 	 	-1	3	 	 	80	 	80	 	80	 	80	80	80	80	80	80	Satisfied	80	Selected	1.4210854715202E-014	1.90754023837492E-015
R_3KTSMZlukGzFIv6	Default Response Set	 	11/4/2015	11/4/2015	 	 	 	 	Submitted	Normal response	27	3.85714285714286	1.67616341969505	1	Finance	 	Staff/Administrator	 	NA	Yes	Yes	NA	Yes	NA	Yes	NA	 	 	5 years or more	3 years to less than 5 years	 	3 years to less than 5 years	 	2 years to less than 3 years	 	 	 	Daily	Weekly	 	Daily	 	Daily	 	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Satisfied	 	1	0	0	1.619	0	 	 	-1	4	 	80	80	 	80	 	80	 	80	80	80	80	80	80	Satisfied	80	Selected	1.4210854715202E-014	1.90754023837492E-015
R_2U2Z3D9XxhZPLqp	Default Response Set	 	11/4/2015	11/4/2015	 	 	 	 	Submitted	Normal response	28	3.5	1.8516401995451	1	Finance	 	Staff/Administrator	 	Yes	Yes	Yes	NA	Yes	NA	Yes	NA	 	5 years or more	5 years or more	5 years or more	 	5 years or more	 	5 years or more	 	 	Weekly	Daily	Weekly	 	Monthly	 	Daily	 	 	Satisfied	Satisfied	Satisfied	Very Satisfied	Very Satisfied	 	Satisfied	Satisfied	Very Satisfied	Satisfied	Very Satisfied	 	Satisfied	Satisfied	Very Satisfied	Very Satisfied	Very Satisfied	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Satisfied	Satisfied	Very Satisfied	Satisfied	Very Satisfied	 	 	 	 	 	 	 	Satisfied	 	1	0	0	3.549	0	 	 	-1	5	88	88	92	 	80	 	88	 	80	80	92	88	96	87.2	Satisfied	80	Selected	1.4210854715202E-014	1.90754023837492E-015
R_30c7keKyo6Rba97	Default Response Set	 	11/4/2015	11/4/2015	 	 	 	 	Submitted	Normal response	26	3.71428571428571	1.88982236504614	1	Finance	 	Staff/Administrator	 	Yes	NA	Yes	NA	Yes	NA	Yes	NA	 	2 years to less than 3 years	 	2 years to less than 3 years	 	2 years to less than 3 years	 	6 months to less than 2 years	 	 	Daily	 	Daily	 	Weekly	 	Once a year	 	 	Neutral	Neutral	Neutral	Neutral	Neutral	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Neutral	Neutral	Neutral	Neutral	Neutral	 	 	 	 	 	 	 	Satisfied	 	1	0	0	1.832	0	 	 	-1	4	60	 	80	 	80	 	60	 	70	70	70	70	70	70	Satisfied	80	Selected	1.4210854715202E-014	1.90754023837492E-015
R_3nwrNjZQUDToWqK	Default Response Set	 	11/6/2015	11/6/2015	 	 	 	 	Submitted	Normal response	19	3.16666666666667	2.04124145231932	1	Finance	 	Staff/Administrator	 	Yes	Yes	NA	NA	NA	NA	Yes	NA	 	5 years or more	3 years to less than 5 years	 	 	 	 	2 years to less than 3 years	 	 	Monthly	Monthly	 	 	 	 	Weekly	 	 	Neutral	Dissatisfied	Very Dissatisfied	Very Dissatisfied	Dissatisfied	AP Workflow recent changes have cuased more confusion, having to look in two systems for an approver. In addition it is unknown for user putting in submission when it will be paid or status "after" approval the system should provide more details	Neutral	Dissatisfied	Neutral	Neutral	Dissatisfied	FAME outages and communications is lacking, opting into a status page to know when system is available is out-dated, some new way of communicating should be entertained	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Neutral	Neutral	Neutral	Neutral	Neutral	 	 	 	 	 	 	 	Neutral	 	1	0	0	5.217	0	 	 	-1	3	36	52	 	 	 	 	60	 	60	46.6666666666667	46.6666666666667	46.6666666666667	46.6666666666667	49.3333333333333	Neutral	80	Selected	1.4210854715202E-014	2.57318066708531E-015
R_3kn5ddiKLHy7Ed3	Default Response Set	 	11/9/2015	11/9/2015	 	 	 	 	Submitted	Normal response	27	3.375	1.76776695296637	1	Finance	 	Staff/Administrator	 	Yes	Yes	Yes	Yes	NA	NA	Yes	NA	 	5 years or more	5 years or more	5 years or more	6 months to less than 2 years	 	 	5 years or more	 	 	Daily	Daily	Daily	Weekly	 	 	Daily	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	Neutral	Neutral	Neutral	Neutral	Neutral	 	 	 	 	 	 	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Satisfied	Raise level of first-tier support for the applications at the Service Desk.	1	0	0	6.531	0	 	 	-1	5	80	80	80	60	 	 	80	 	76	76	76	76	76	76	Satisfied	80	Selected	1.4210854715202E-014	1.90754023837492E-015
R_28MKGXJsLpMyaae	Default Response Set	 	11/11/2015	11/11/2015	 	 	 	 	Submitted	Normal response	21	3.5	1.7606816861659	1	Finance	 	Staff/Administrator	 	NA	Yes	Yes	NA	NA	NA	Yes	NA	 	 	5 years or more	5 years or more	 	 	 	3 years to less than 5 years	 	 	 	Monthly	Monthly	 	 	 	Monthly	 	 	 	 	 	 	 	 	Satisfied	Dissatisfied	Satisfied	Dissatisfied	Dissatisfied	The financial applications are not reliable in terms of availability and the communication when there is an issue is too slow.	Satisfied	Satisfied	Neutral	Satisfied	Satisfied	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Satisfied	Satisfied	Satisfied	Satisfied	Satisfied	 	 	 	 	 	 	 	Neutral	 	1	0	0	2.532	0	 	 	-1	3	 	56	76	 	 	 	80	 	80	66.6666666666667	73.3333333333333	66.6666666666667	66.6666666666667	70.6666666666667	Neutral	80	Selected	1.4210854715202E-014	2.57318066708531E-015
