ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score_sum,Score_weightedAvg,Score_weightedStdDev,Q1.1,Q1.2,Q1.2_TEXT,Q1.3,Q1.3_TEXT,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_8_TEXT,Q2.2_x35,Q2.2_x4,Q2.2_x6,Q2.2_x25,Q2.2_x13,Q2.2_x2,Q2.2_x3,Q2.2_x15,Q2.2_x15_TEXT,Q2.3_x35,Q2.3_x4,Q2.3_x6,Q2.3_x25,Q2.3_x13,Q2.3_x2,Q2.3_x3,Q2.3_x15,Q2.3_x15_TEXT,Q3.1_1_35,Q3.1_2_35,Q3.1_3_35,Q3.1_4_35,Q3.1_5_35,Q3.2_35,Q3.1_1_4,Q3.1_2_4,Q3.1_3_4,Q3.1_4_4,Q3.1_5_4,Q3.2_4,Q3.1_1_6,Q3.1_2_6,Q3.1_3_6,Q3.1_4_6,Q3.1_5_6,Q3.2_6,Q3.1_1_25,Q3.1_2_25,Q3.1_3_25,Q3.1_4_25,Q3.1_5_25,Q3.2_25,Q3.1_1_13,Q3.1_2_13,Q3.1_3_13,Q3.1_4_13,Q3.1_5_13,Q3.2_13,Q3.1_1_2,Q3.1_2_2,Q3.1_3_2,Q3.1_4_2,Q3.1_5_2,Q3.2_2,Q3.1_1_3,Q3.1_2_3,Q3.1_3_3,Q3.1_4_3,Q3.1_5_3,Q3.2_3,Q3.1_1_15,Q3.1_2_15,Q3.1_3_15,Q3.1_4_15,Q3.1_5_15,Q3.2_15,Q4.1,Q4.2,Q5.1,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,LocationLatitude,LocationLongitude,LocationAccuracy,Services_count,BPA_pct,Fin_pct,HR_pct,PS_pct,SIS_pct,FR_pct,UDW_pct,Others_pct,Conform_pct,Reliab_pct,Assur_pct,Partner_pct,Respon_pct,Quality_pct,Satisfaction_pct,Target_pct,filter_$,RES_1,ZRE_1
R_123bDUE13zgTMKm,Default Response Set,,11/3/2015 15:05,11/3/2015 15:07,,,,,1,0,24,3.43,1.99,1,3,,3,,1,1,1,9,9,9,1,9,,3,3,3,,,,3,,,4,3,3,,,,5,,,5,4,4,5,5,,4,4,4,4,4,,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,5,,1,0,0,2.35,0,,,-1,4,92,80,96,,,,100,,90,90,90,95,95,92,100,80,1,0,0
R_1f31XfuodAHMeE8,Default Response Set,,11/3/2015 16:49,11/3/2015 16:55,,,,,1,0,22,3.14,1.86,1,3,,3,,1,1,1,9,9,9,1,9,,4,3,4,,,,3,,,5,4,4,,,,5,,,2,1,2,2,2,"Major failure of JEMS over the summer of 2015.  In addition, the JEMS interface with FAME often fails, resulting in entries being posted into the wrong accounting period and entries never posting at all.  Service link tickets have also been closed with no resolutions, only to be reopened after complaint.",4,4,4,4,4,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,3,"JEMS, the service surrounding it, and its interface with FAME needs to be re-examined.",1,0,0,2.01,0,,,-1,4,36,80,80,,,,80,,70,65,70,70,70,69,60,80,1,0,0
R_3Gj0Bj1oNSiSt3k,Default Response Set,,11/3/2015 18:22,11/3/2015 18:26,,,,,1,0,14,3.5,1,1,3,,3,,9,9,1,9,9,9,9,9,,,,5,,,,,,,,,4,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Can not think of anything,1,0,0,4.29,0,,,-1,1,,,100,,,,,,100,100,100,100,100,100,100,80,1,0,0
R_3GpPD40TnH9WzpO,Default Response Set,,11/3/2015 21:55,11/3/2015 22:31,,,,,1,0,28,3.5,1.85,1,3,,3,,1,1,1,9,1,9,1,9,,5,5,2,,2,,4,,,5,5,3,,4,,5,,,3,4,3,2,2,At times there is great delay in response to problems/issues.  With vague and sometimes useless responses  the user is left confusion.   Asking why a problem occurred is often met with either no response of a litany  of confusing verbiage that appear to show that the IT officer does not want to divulge information.  Timing of responses can also be improved.,4,4,3,2,3,Lack of timely response.  Too many followup emails is needed to address an issue.,4,4,4,4,3,,,,,,,,3,3,3,3,3,,,,,,,,4,4,4,4,4,,,,,,,,4,"The applications are ok.  It's the lack of timely response that needs improvement.  In addition, it appears the the level of expertise to solve a problems is minimal among the staff with only one person like a Saji Sebastion having the knowledge/expertise or know how.",1,0,0,19.08,0,,,-1,5,56,64,76,,60,,80,,72,76,68,60,60,67.2,80,80,1,0,0
R_3KMkBHVzPoxisSd,Default Response Set,,11/4/2015 9:14,11/4/2015 9:23,,,,,1,0,31,3.88,2.42,1,3,,3,,1,1,1,9,9,9,1,1,Cayuse,4,4,4,,,,3,3,,5,5,5,,,,5,5,,4,4,4,4,4,,4,4,4,4,4,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,4,2,4,4,4,Generating a BSR or BDR for a project can sometimes take some time to process; not instantaneous,4,4,4,4,4,,4,,1,0,0,2.13,0,,,-1,5,80,80,80,,,,72,80,80,72,80,80,80,78.4,80,80,1,0,0
R_ZEj7MBeX4lg1zVv,Default Response Set,,11/4/2015 9:48,11/4/2015 9:51,,,,,1,0,25,4.17,1.6,1,3,,3,,9,9,1,9,1,9,1,9,,,,4,,4,,4,,,,,5,,5,,4,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,4,4,4,4,4,,,,,,,,4,4,4,4,4,,,,,,,,4,,1,0,0,1.58,0,,,-1,3,,,80,,80,,80,,80,80,80,80,80,80,80,80,1,0,0
R_3KTSMZlukGzFIv6,Default Response Set,,11/4/2015 9:56,11/4/2015 9:58,,,,,1,0,27,3.86,1.68,1,3,,3,,9,1,1,9,1,9,1,9,,,5,4,,4,,3,,,,5,4,,5,,5,,,,,,,,,4,4,4,4,4,,4,4,4,4,4,,,,,,,,4,4,4,4,4,,,,,,,,4,4,4,4,4,,,,,,,,4,,1,0,0,1.62,0,,,-1,4,,80,80,,80,,80,,80,80,80,80,80,80,80,80,1,0,0
R_2U2Z3D9XxhZPLqp,Default Response Set,,11/4/2015 10:00,11/4/2015 10:05,,,,,1,0,28,3.5,1.85,1,3,,3,,1,1,1,9,1,9,1,9,,5,5,5,,5,,5,,,4,5,4,,3,,5,,,4,4,4,5,5,,4,4,5,4,5,,4,4,5,5,5,,,,,,,,4,4,4,4,4,,,,,,,,4,4,5,4,5,,,,,,,,4,,1,0,0,3.55,0,,,-1,5,88,88,92,,80,,88,,80,80,92,88,96,87.2,80,80,1,0,0
R_30c7keKyo6Rba97,Default Response Set,,11/4/2015 11:32,11/4/2015 11:49,,,,,1,0,26,3.71,1.89,1,3,,3,,1,9,1,9,1,9,1,9,,3,,3,,3,,2,,,5,,5,,4,,2,,,3,3,3,3,3,,,,,,,,4,4,4,4,4,,,,,,,,4,4,4,4,4,,,,,,,,3,3,3,3,3,,,,,,,,4,,1,0,0,1.83,0,,,-1,4,60,,80,,80,,60,,70,70,70,70,70,70,80,80,1,0,0
R_3nwrNjZQUDToWqK,Default Response Set,,11/6/2015 8:07,11/6/2015 8:18,,,,,1,0,19,3.17,2.04,1,3,,3,,1,1,9,9,9,9,1,9,,5,4,,,,,3,,,3,3,,,,,4,,,3,2,1,1,2,"AP Workflow recent changes have cuased more confusion, having to look in two systems for an approver. In addition it is unknown for user putting in submission when it will be paid or status ""after"" approval the system should provide more details",3,2,3,3,2,"FAME outages and communications is lacking, opting into a status page to know when system is available is out-dated, some new way of communicating should be entertained",,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,,,,,,,3,,1,0,0,5.22,0,,,-1,3,36,52,,,,,60,,60,46.7,46.7,46.7,46.7,49.3,60,80,1,0,0
R_3kn5ddiKLHy7Ed3,Default Response Set,,11/9/2015 11:11,11/9/2015 11:16,,,,,1,0,27,3.38,1.77,1,3,,3,,1,1,1,1,9,9,1,9,,5,5,5,2,,,5,,,5,5,5,4,,,5,,,4,4,4,4,4,,4,4,4,4,4,,4,4,4,4,4,,3,3,3,3,3,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,4,Raise level of first-tier support for the applications at the Service Desk.,1,0,0,6.53,0,,,-1,5,80,80,80,60,,,80,,76,76,76,76,76,76,80,80,1,0,0
R_28MKGXJsLpMyaae,Default Response Set,,11/11/2015 15:33,11/11/2015 15:36,,,,,1,0,21,3.5,1.76,1,3,,3,,9,1,1,9,9,9,1,9,,,5,5,,,,4,,,,3,3,,,,3,,,,,,,,,4,2,4,2,2,The financial applications are not reliable in terms of availability and the communication when there is an issue is too slow.,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,3,,1,0,0,2.53,0,,,-1,3,,56,76,,,,80,,80,66.7,73.3,66.7,66.7,70.7,60,80,1,0,0
R_1EZk3VIdCJ9D8zi,Default Response Set,,11/12/2015 11:22,11/12/2015 11:43,,,,,1,0,20,2.86,2.04,1,3,,3,,1,1,1,9,9,9,1,9,,4,4,4,,,,4,,,5,5,4,,,,5,,,1,1,2,2,2,"Jems is terrible. I have stopped being able to use JEMS in Internet Explorer as you cannot type into the form.  When I'm reviewing JEMS2 entries it says that I'm the submitter even though I am the approver. Entries are STILL disappearing (staff submits but they do not get to my approval queue) so my staff needs to re-submit them. When staff tries to re-submit they get an error message telling them their entry is a duplicate.  Very often a journal comes through without an attachment, even though an attachment was uploaded as support when it was submitted. Have stopped notifying ITS each time it happens since it is clear ITS cannot find a reason for the problem or stop it from happening, and we already have a workaround which is just to re-submit the entry. Uploading a large file to JEMS takes too long.",2,2,3,3,3,"Sometimes fame does not load, and there is no known reason or it. No notification alerts to the users to anticipate an outage, no warning, just when I click it I am directed to a page with a bunch of techy language words on a screen, and it is not fame.",4,4,3,3,3,,,,,,,,,,,,,,,,,,,,1,1,3,3,3,"There are too many UDW+ outages, both announced and unannounced, for it to be considered a reliable tool.  After I am logged off due to inactivity and I want to get back in and am prompted to re-enter my username and password, doing so does not bring back the real application.. You are inside UDW+ but the real menu is not there and you can't do anything so you have to close out of the application completely and re-open it. I think logging back in has worked for me before but only if it's a very short period of time that I was inactive for.",,,,,,,1,The department needs to be purged. There is an arrogance in some who work in ITS and a lack of wanting to take responsibility when something goes wrong. Fault is never admitted.,1,0,0,10.66,0,,,-1,4,32,52,68,,,,44,,40,40,55,55,55,49,20,80,1,0,0
R_pEFAaZtTs5bTgKl,Default Response Set,,11/13/2015 16:35,11/13/2015 16:38,,,,,1,0,20,3.33,2.07,1,3,,3,,1,1,9,9,9,9,1,9,,2,2,,,,,2,,,5,5,,,,,5,,,4,3,4,4,4,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,4,,1,0,0,1.42,0,,,-1,3,76,80,,,,,80,,80,73.3,80,80,80,78.7,80,80,1,0,0
R_C3OK17kAADH7MB3,Default Response Set,,11/16/2015 8:55,11/16/2015 8:59,,,,,1,0,28,3.5,1.85,1,3,,3,,1,1,1,9,1,9,1,9,,1,1,1,,1,,1,,,5,5,5,,5,,5,,,4,4,4,4,4,,4,4,4,4,4,,3,3,3,3,3,,,,,,,,5,5,4,5,4,,,,,,,,4,4,4,4,4,,,,,,,,4,,1,0,0,1.18,0,,,-1,5,80,80,60,,92,,80,,80,80,76,80,76,78.4,80,80,1,0,0
R_3p4LeKsNwnKu52D,Default Response Set,,11/16/2015 9:17,11/16/2015 9:23,,,,,1,0,30,3.75,2.05,1,3,,3,,1,1,9,9,1,1,1,9,,4,4,,,4,3,4,,,4,5,,,3,3,4,,,3,3,2,2,3,Visiability is not a strong set for this apps,3,3,4,3,3,,,,,,,,,,,,,,4,4,4,4,4,,4,4,4,4,4,,4,3,4,3,4,,,,,,,,3,There needs to be transparency in new features and changes to systems,1,0,0,3.65,0,,,-1,5,52,64,,,80,80,72,,72,68,72,64,72,69.6,60,80,1,0,0
R_1LtZ4Z1TCQvstps,Default Response Set,,11/16/2015 11:17,11/16/2015 11:33,,,,,1,0,34,3.78,1.92,1,3,,3,,1,1,1,9,1,1,1,9,,5,5,5,,5,1,5,,,5,5,4,,5,3,5,,,4,3,3,3,3,,3,2,3,2,2,Timeliness of resolution and lack of communication on issues. Confusing who to contact for issues.,4,4,4,3,4,,,,,,,,4,5,5,5,5,,3,3,3,3,3,,4,4,4,4,4,,,,,,,,4,Overall satisfied but the Fame Financials side could be tightened up.,1,0,0,198.32,0,,,-1,6,64,48,76,,96,60,80,,73.3,70,73.3,66.7,70,70.7,80,80,1,0,0
R_0SOMcGBXLkrFFDj,Default Response Set,,11/16/2015 12:51,11/16/2015 13:18,,,,,1,0,11,2.2,0.84,1,3,,3,,1,1,9,9,9,9,9,9,,2,2,,,,,,,,4,5,,,,,,,,4,2,3,3,2,Turnaround time is too long.,4,2,3,3,2,ITS should work on delivered solutions from the vendor's package rather than writing their own coding to resolve a problem.  ITS should hire new developers with sufficient knowledge of fame.  More security access to fstrn or fsqa should help the finance side to diagnose the problem more effectively and efficiently.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,A good hard-working ITS liaison should be there to co-ordinate and communicate between ITS and Finance.,1,0,0,18.5,0,,,-1,2,56,56,,,,,,,80,40,60,60,40,56,40,80,1,0,0
R_2wt4Xof3Dr2M5G3,Default Response Set,,11/16/2015 17:37,11/16/2015 17:46,,,,,1,0,34,3.78,1.92,1,3,,3,,1,1,1,9,1,1,1,9,,2,2,2,,2,2,2,,,4,5,3,,4,4,3,,,2,2,3,3,3,"JEMS has been unstable , Modtrak has limited reporting capabilities.  Service Link has been challenging.",3,3,3,3,3,,2,2,4,3,4,"Staff has been extremely helpful, but overall the application has been less than desired.  my Time has been difficult to use at times.",,,,,,,4,4,5,5,5,,3,3,4,3,2,Tickets are created for UDAR tech support and cannot get an update on the status on a regular basis.,3,3,3,3,3,,,,,,,,4,Overall the service has been good.,1,0,0,3.34,0,,,-1,6,52,60,60,,92,60,60,,56.7,56.7,73.3,66.7,66.7,64,80,80,1,0,0
R_3NV8bDW0FgiuOWZ,Default Response Set,,11/16/2015 17:11,11/17/2015 10:13,,,,,1,0,20,3.33,1.51,1,3,,3,,1,9,1,9,1,9,9,9,,5,,5,,5,,,,,4,,5,,3,,,,,5,5,5,5,5,,,,,,,,5,5,5,5,5,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,5,,1,0,0,61087.26,0,,,-1,3,100,,100,,100,,,,100,100,100,100,100,100,100,80,1,0,0
R_V3xIQqL8Ed7bwhX,Default Response Set,,11/17/2015 16:21,11/17/2015 16:45,,,,,1,0,11,2.2,0.84,1,3,,3,,1,1,9,9,9,9,9,9,,5,5,,,,,,,,5,5,,,,,,,,1,1,1,1,1,Response time is notoriously slow.,2,2,2,2,2,"Response time is slow and when problem is resolved, no explanation on what went wrong so the problem won't happen again. Insufficient information provided when fixing problems hence issues/problems occurs frequently with no permanent fix in place. Inability to explain the root of the problem or just lack of knowledge at all.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Response time must improve and knowledge must be shared across so users can understand the workflow, the processes so problems can be lessen and avoided.",1,0,0,7.38,0,,,-1,2,20,40,,,,,,,30,30,30,30,30,30,40,80,1,0,0
R_1JLB7N1rFlQTNt2,Default Response Set,,11/3/2015 14:46,11/3/2015 14:58,,,,,1,0,21,3.5,1.97,1,4,,3,,1,9,1,9,9,9,1,9,,5,,4,,,,4,,,3,,5,,,,4,,,3,3,3,3,3,,,,,,,,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,,,,,,,3,,1,0,0,2.63,0,,,-1,3,60,,72,,,,60,,66.7,66.7,60,60,66.7,64,60,80,1,0,0
R_24hBQLksVoLE3vf,Default Response Set,,11/3/2015 15:29,11/3/2015 15:35,,,,,1,0,13,3.25,0.5,1,4,,3,,9,9,1,9,9,9,9,9,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,2,2,3,3,3,PeopleSync creates many more steps to complete a transaction than with PASS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,0,0,1.94,0,,,-1,1,,,52,,,,,,40,40,60,60,60,52,60,80,1,0,0
R_ByvQdl1XcRAE5Xj,Default Response Set,,11/9/2015 11:26,11/9/2015 11:27,,,,,1,0,13,3.25,0.5,1,4,,3,,9,9,1,9,9,9,9,9,,,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,0,0,2.23,0,,,-1,1,,,60,,,,,,60,60,60,60,60,60,60,80,1,0,0
R_3qfmOQ5kmWxmD6f,Default Response Set,,11/9/2015 12:36,11/9/2015 13:04,,,,,1,0,13,3.25,0.5,1,4,,3,,9,9,1,9,9,9,9,9,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,4,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"The support I have received from Prinson on a regular basis has been very good.  As a non technical person managing a system, I have always felt that he has provided guidance in a respectful and supportive manner.  I also feel that has he is good at getting us assistance from some resistant and unfriendly IT teams that exist outside of his own.  Honestly, without his support, we would be unable to provide the service level we provide to the University.   Though Prinson and most members have been supportive, there have been occasions when I have worked with some where I have felt uncomfortable with their communication as it felt a bit judgmental and they seemed less open (or able) to explain things in a non technical way.  Fortunately, this has been less frequent and I have generally reached out to Prinson to ensure that I have had a positive experience.    Though I know the team attempts to be as responsive as possible, and are always available during emergency situations,  the intense workload of the team has sometimes required that reach out multiple times when gathering information on issues the team views as less critical. Though I recognize that this occasional service gap may point to a need for greater resources for a team that provides the day to day support for so many critical systems, as a client I sometimes found it hard to not have the information I needed.  Again though I think this points to a need for additional resources and some new processes and not any performance needs for individuals.",1,0,0,2.24,0,,,-1,1,,,68,,,,,,80,60,80,60,60,68,60,80,1,0,0
R_2uZNZaihXKKuzo7,Default Response Set,,11/16/2015 9:12,11/16/2015 9:19,,,,,1,0,13,3.25,0.5,1,4,,3,,9,9,1,9,9,9,9,9,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,0,0,2.3,0,,,-1,1,,,60,,,,,,60,60,60,60,60,60,60,80,1,0,0
R_1dK86VNzYTkIoY0,Default Response Set,,11/16/2015 9:31,11/16/2015 9:38,,,,,1,0,12,3,0.82,1,4,,3,,9,9,1,9,9,9,9,9,,,,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,2,2,2,3,3,"PeopleSync has been live now over a year and the first year was quite difficult in terms of the benefits functions.  A few issues have been resolved but to this date, there are issues/errors that continue to occur.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Not all functions of PeopleSync were tested thoroughly and thought out, including the Benefits tab. More testing of the functions should be included in the timeline.",1,0,0,6.14,0,,,-1,1,,,48,,,,,,40,40,40,60,60,48,40,80,1,0,0
R_21oVQba3bDXYEHS,Default Response Set,,11/16/2015 13:04,11/16/2015 13:07,,,,,1,0,20,4,1.73,1,4,,3,,9,9,1,9,9,9,1,9,,,,2,,,,1,,,,,4,,,,3,,,,,,,,,,,,,,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,,,,,,,3,,1,0,0,14.64,0,,,-1,2,,,60,,,,60,,60,60,60,60,60,60,60,80,1,0,0
